date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:40:59	142786/142786	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Feb%202022%2015:41:07%20GMT	https://cooperativapetroecuador.com/portal/formularios/	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/formularios/index.html	(from https://cooperativapetroecuador.com/portal/)
10:40:59	16278/16278	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2025%20Jan%202022%2000:03:42%20GMT	https://cooperativapetroecuador.com/portal/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.7.7	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/themes/astra/assets/js/minified/frontend.minac9e.js	(from https://cooperativapetroecuador.com/portal/)
10:40:59	5087/5087	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2005%20Nov%202021%2012:58:50%20GMT	https://cooperativapetroecuador.com/portal/wp-content/uploads/essential-addons-elementor/cb70d11b8.min.js?ver=1644680401	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/uploads/essential-addons-elementor/cb70d11b8.min1ddf.js	(from https://cooperativapetroecuador.com/portal/)
10:41:00	92252/92252	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2012%20Jul%202021%2004:00:05%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/whatsapp-for-wordpress/assets/dist/libs/njt-whatsapp.js?ver=3.0.6	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/whatsapp-for-wordpress/assets/dist/libs/njt-whatsapp7c45.js	(from https://cooperativapetroecuador.com/portal/)
10:41:00	127629/127629	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Feb%202022%2015:41:08%20GMT	https://cooperativapetroecuador.com/portal/antep/	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/antep/index.html	(from https://cooperativapetroecuador.com/portal/)
10:41:00	143452/143452	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Feb%202022%2015:41:08%20GMT	https://cooperativapetroecuador.com/portal/noticias/	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/noticias/index.html	(from https://cooperativapetroecuador.com/portal/)
10:41:01	416/416	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2012%20Jul%202021%2004:00:05%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/whatsapp-for-wordpress/assets/js/whatsapp-button.js?ver=3.0.6	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/whatsapp-for-wordpress/assets/js/whatsapp-button7c45.js	(from https://cooperativapetroecuador.com/portal/)
10:41:01	15272106/15272106	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Sep%202021%2015:29:09%20GMT	https://cooperativapetroecuador.com/portal/wp-content/uploads/2021/09/IMGP6437.png	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/uploads/2021/09/IMGP6437.png	(from https://cooperativapetroecuador.com/portal/)
10:41:01	5629/5629	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2014%20Jun%202020%2000:23:28%20GMT	https://cooperativapetroecuador.com/portal/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-includes/js/imagesloaded.mineda1.js	(from https://cooperativapetroecuador.com/portal/)
10:41:01	139378/139378	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Feb%202022%2015:41:09%20GMT	https://cooperativapetroecuador.com/portal/solicitar-un-credito/	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/solicitar-un-credito/index.html	(from https://cooperativapetroecuador.com/portal/)
